"id","bus_name","bus_type","start_time","end_time","total_duration","price","seats_available","ratings","route_link","route_name"
803,"SBSTC-GARIA - DIGHA - 05:00 (DIGHA DEPOT) - 910","Non AC Seater (2+3)","05:00","00:00","19h 00m","108","33 Seats available","4.2","https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal","Kolkata to Chandipur (West Bengal)"
804,"SBSTC-BELGHARIA - DIGHA - 05:15 (BEL DEPOT) - 1362","Non AC Seater (2+3)","05:15","00:00","18h 45m","99","51 Seats available","4.5","https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal","Kolkata to Chandipur (West Bengal)"
805,"SBSTC-GARIA - DIGHA - 05:30 (FALTA DEPOT) - 2996","Non AC Seater (2+3)","05:30","00:00","18h 30m","108","44 Seats available","2.7","https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal","Kolkata to Chandipur (West Bengal)"
806,"SBSTC-BADAMTALA - DIGHA - 05:30 - 905","Non AC Seater (2+3)","06:00","00:00","18h 00m","99","51 Seats available","4.3","https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal","Kolkata to Chandipur (West Bengal)"
807,"SBSTC-KIRNAHAR - KOLKATA - 05:10 (BWN DEPOT) - 3558","Non AC Seater (2+3)","05:10","10:40","05h 30m","150","37 Seats available","4","https://www.redbus.in/bus-tickets/kirnahar-west-bengal-to-kolkata","Kirnahar (West Bengal) to Kolkata"
808,"SBSTC-LANGALHATA - KOLKATA - 05:00 (BWN DEPOT) - 1850","Non AC Seater (2+3)","06:00","11:30","05h 30m","150","26 Seats available","3.5","https://www.redbus.in/bus-tickets/kirnahar-west-bengal-to-kolkata","Kirnahar (West Bengal) to Kolkata"
809,"SBSTC-GARIA - MIDNAPUR - 05:05 (MID DEPOT) - 1512","Non AC Seater (2+3)","05:05","00:00","18h 55m","94","52 Seats available","4.3","https://www.redbus.in/bus-tickets/kolkata-to-panskura","Kolkata to Panskura"
810,"SBSTC-KARUNAMOYEE - BANDWAN - VIA - KALAIKUNDA - 04:45 ( - 3800","Non AC Seater (2+3)","05:40","00:00","18h 20m","75","52 Seats available","4.3","https://www.redbus.in/bus-tickets/kolkata-to-panskura","Kolkata to Panskura"
811,"SBSTC-KARUNAMOYEE - MIDNAPUR - 06:00 (MID DEPOT) - 974","Non AC Seater (2+3)","06:00","00:00","18h 00m","83","51 Seats available","4.3","https://www.redbus.in/bus-tickets/kolkata-to-panskura","Kolkata to Panskura"
812,"SBSTC-GARIA - JHARGRAM - VIA - MIDNAPUR - 06:15 - 2215","Non AC Seater (2+3)","06:15","00:00","17h 45m","94","49 Seats available","5","https://www.redbus.in/bus-tickets/kolkata-to-panskura","Kolkata to Panskura"
813,"SBSTC-KARUNAMOYEE - JHARGRAM - 05:30 (JHRM DEPOT) - 954","Non AC Seater (2+3)","06:30","00:00","17h 30m","75","45 Seats available","2.8","https://www.redbus.in/bus-tickets/kolkata-to-panskura","Kolkata to Panskura"
814,"Basu Travels","A/C Seater / Sleeper (2+2)","23:59","03:00","03h 01m","349","34 Seats available","2.7","https://www.redbus.in/bus-tickets/kolkata-to-heria","Kolkata to Heria"
815,"Basu Travels","A/C Seater Push Back (2+3)","23:55","02:45","02h 50m","469","21 Seats available","2.7","https://www.redbus.in/bus-tickets/kolkata-to-heria","Kolkata to Heria"
816,"Basu Travels","A/C Seater Push Back (2+3)","23:30","02:55","03h 25m","300","38 Seats available","2.7","https://www.redbus.in/bus-tickets/kolkata-to-heria","Kolkata to Heria"
817,"Snemita Parisheba(Santosh)","AC Seater (2+3)","11:30","16:20","04h 50m","420","30 Seats available","3.1","https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal","Digha to Barasat (West Bengal)"
818,"City Express","AC Seater (2+3)","11:35","16:56","05h 21m","320","26 Seats available","3.6","https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal","Digha to Barasat (West Bengal)"
819,"Snemita Paribahan","AC Seater (2+3)","11:35","17:10","05h 35m","370","21 Seats available","4","https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal","Digha to Barasat (West Bengal)"
820,"Aradhana Travels","A/C Seater / Sleeper (2+2)","18:35","23:55","05h 20m","450","20 Seats available","1.1","https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal","Digha to Barasat (West Bengal)"
821,"Satya Paribahan","A/C Executive (2+3)","11:50","17:30","05h 40m","350","25 Seats available","3.7","https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal","Digha to Barasat (West Bengal)"
822,"SBSTC-SURI - KOLKATA - 03:45 (Suri Depot) - 2421","Non AC Seater (2+3)","04:40","00:00","19h 20m","155","40 Seats available","2.5","https://www.redbus.in/bus-tickets/illambazar-to-kolkata","Illambazar to Kolkata"
823,"SBSTC-SURI - KOLKATA - VIA - SRINEKATAN - 04:20 - 679","Non AC Seater (2+3)","05:30","00:00","18h 30m","155","50 Seats available","3.4","https://www.redbus.in/bus-tickets/illambazar-to-kolkata","Illambazar to Kolkata"
824,"SBSTC-SURI - KARUNAMOYEE - 04:40 (Suri Depot) - 668","Non AC Seater (2+3)","05:40","00:00","18h 20m","160","43 Seats available","3.1","https://www.redbus.in/bus-tickets/illambazar-to-kolkata","Illambazar to Kolkata"
825,"SBSTC-SURI - KOLKATA - 05:00 (Suri Depot) - 657","Non AC Seater (2+3)","06:00","00:00","18h 00m","155","42 Seats available","3.5","https://www.redbus.in/bus-tickets/illambazar-to-kolkata","Illambazar to Kolkata"
826,"SBSTC-SURI - KOLKATA - 07:30 (Suri Depot) - 660","Non AC Seater (2+3)","08:30","00:00","15h 30m","155","50 Seats available","3.7","https://www.redbus.in/bus-tickets/illambazar-to-kolkata","Illambazar to Kolkata"
827,"WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|14:30","Volvo AC Seater (2+2)","14:30","19:10","04h 40m","435","25 Seats available","3.6","https://www.redbus.in/bus-tickets/kolkata-to-suri","Kolkata to Suri"
828,"Joy Jishu Tranport (Tsa NBSTC)","Non AC Seater (2+3)","12:45","18:30","05h 45m","170","52 Seats available","1","https://www.redbus.in/bus-tickets/berhampore-to-durgapur","Berhampore (West Bengal) to Durgapur (West Bengal)"
829,"WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|05:45","Volvo AC Seater (2+2)","05:45","08:55","03h 10m","240","22 Seats available","4.2","https://www.redbus.in/bus-tickets/purulia-to-durgapur","Purulia to Durgapur (West Bengal)"
830,"Joy Jishu Tranport (Tsa NBSTC)","Non AC Seater (2+3)","06:35","12:40","06h 05m","170","51 Seats available","3.6","https://www.redbus.in/bus-tickets/durgapur-to-berhampore","Durgapur (West Bengal) to Berhampore (West Bengal)"
831,"SBSTC-KOLKATA - LABPUR - VIA KIRNAHAR - 07:25 (HWH DEPOT - 1118","Non AC Seater (2+3)","07:25","00:00","16h 35m","140","52 Seats available","2.9","https://www.redbus.in/bus-tickets/kolkata-to-futishanko","Kolkata to Futishanko"
832,"SBSTC-KOLKATA - TARAPITH - VIA - FUTISANKO - 09:30 (FALT - 2889","Non AC Seater (2+3)","09:30","00:00","14h 30m","140","52 Seats available","4.1","https://www.redbus.in/bus-tickets/kolkata-to-futishanko","Kolkata to Futishanko"
833,"SBSTC-KOLKATA - RAMPURHAT - VIA - TARAPITH - 12:20 - 3010","Non AC Seater (2+3)","12:20","00:00","11h 40m","140","52 Seats available","5","https://www.redbus.in/bus-tickets/kolkata-to-futishanko","Kolkata to Futishanko"
834,"SBSTC-KOLKATA - RAMPURHAT - VIA - TARAPITH - 14:00 - 2912","Non AC Seater (2+3)","14:00","00:00","10h 00m","140","51 Seats available","4","https://www.redbus.in/bus-tickets/kolkata-to-futishanko","Kolkata to Futishanko"
835,"SBSTC-KOLKATA - KIRNAHAR - 14:35 (BWN DEPOT) - 1047","Non AC Seater (2+3)","14:35","00:00","09h 25m","140","50 Seats available","4.7","https://www.redbus.in/bus-tickets/kolkata-to-futishanko","Kolkata to Futishanko"
836,"SBSTC-KOLKATA - LABPUR - VIA KIRNAHAR - 07:25 (HWH DEPOT - 1118","Non AC Seater (2+3)","07:25","12:55","05h 30m","150","52 Seats available","2.6","https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal","Kolkata to Kirnahar (West Bengal)"
837,"SBSTC-KOLKATA - KIRNAHAR - 14:35 (BWN DEPOT) - 1047","Non AC Seater (2+3)","14:35","20:05","05h 30m","150","52 Seats available","3.2","https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal","Kolkata to Kirnahar (West Bengal)"
838,"SBSTC-KOLKATA - LANGALHATA - 15:15 (BWN DEPOT) - 1849","Non AC Seater (2+3)","15:15","20:45","05h 30m","150","50 Seats available","3.2","https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal","Kolkata to Kirnahar (West Bengal)"
839,"SBSTC-KOLKATA - LABPUR - 16:35 (HWH DEPOT) - 3238","Non AC Seater (2+3)","16:35","22:05","05h 30m","150","49 Seats available","3.6","https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal","Kolkata to Kirnahar (West Bengal)"
840,"WBTC (CTC) Habra - Barasat - Durgapur - Asansol - 100|14:25","Non AC Seater (2+3)","14:25","17:25","03h 00m","147","48 Seats available","3.3","https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal","Durgapur (West Bengal) to Barasat (West Bengal)"
841,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","07:15","11:40","04h 25m","400","11 Seats available","4.3","https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal","Kolkata to Ramnagar (West Bengal)"
842,"Basu Travels","A/C Seater Push Back (2+3)","10:40","14:50","04h 10m","399","30 Seats available","3","https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal","Kolkata to Ramnagar (West Bengal)"
843,"Bengal Surface Transport","A/C Seater Push Back (2+3)","10:40","14:45","04h 05m","399","18 Seats available","3","https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal","Kolkata to Ramnagar (West Bengal)"
844,"Basu Travels","A/C Seater Push Back (2+3)","14:25","19:00","04h 35m","399","30 Seats available","4","https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal","Kolkata to Ramnagar (West Bengal)"
845,"Bengal Surface Transport","A/C Seater Push Back (2+3)","14:29","18:35","04h 06m","379","41 Seats available","5","https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal","Kolkata to Ramnagar (West Bengal)"
846,"WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|17:00","Volvo AC Seater (2+2)","17:00","19:55","02h 55m","240","33 Seats available","3.5","https://www.redbus.in/bus-tickets/durgapur-to-purulia","Durgapur (West Bengal) to Purulia"
847,"Tirupati Balaji","NON A/C Seater Push Back (2+3)","05:55","07:25","01h 30m","50","51 Seats available","1","https://www.redbus.in/bus-tickets/durgapur-to-bankura","Durgapur (West Bengal) to Bankura"
848,"Dolphin tours and travels","A/C Seater / Sleeper (2+2)","17:45","19:00","01h 15m","896","25 Seats available","3.7","https://www.redbus.in/bus-tickets/durgapur-to-bankura","Durgapur (West Bengal) to Bankura"
849,"Sri Balaji Parivahan","Non AC Seater (2+3)","15:45","17:30","01h 45m","110","10 Seats available","2.7","https://www.redbus.in/bus-tickets/durgapur-to-bankura","Durgapur (West Bengal) to Bankura"
850,"SBSTC-GARIA - MIDNAPUR - 05:05 (MID DEPOT) - 1512","Non AC Seater (2+3)","05:05","00:00","18h 55m","100","52 Seats available","3.9","https://www.redbus.in/bus-tickets/kolkata-to-ashari","Kolkata to Ashari"
851,"SBSTC-KARUNAMOYEE - BANDWAN - VIA - KALAIKUNDA - 04:45 ( - 3800","Non AC Seater (2+3)","05:40","00:00","18h 20m","81","52 Seats available","4","https://www.redbus.in/bus-tickets/kolkata-to-ashari","Kolkata to Ashari"
852,"SBSTC-GARIA - JHARGRAM - VIA - MIDNAPUR - 06:15 - 2215","Non AC Seater (2+3)","06:15","00:00","17h 45m","100","51 Seats available","3.9","https://www.redbus.in/bus-tickets/kolkata-to-ashari","Kolkata to Ashari"
853,"SBSTC-KARUNAMOYEE - JHARGRAM - 05:30 (JHRM DEPOT) - 954","Non AC Seater (2+3)","06:30","00:00","17h 30m","82","51 Seats available","5","https://www.redbus.in/bus-tickets/kolkata-to-ashari","Kolkata to Ashari"
854,"SBSTC-KARUNAMOYEE - MIDNAPUR - 06:00 (MID DEPOT) - 974","Non AC Seater (2+3)","07:00","00:00","17h 00m","82","51 Seats available","3.9","https://www.redbus.in/bus-tickets/kolkata-to-ashari","Kolkata to Ashari"
855,"Snemita Paribahan","AC Seater (2+3)","05:35","10:20","04h 45m","315","26 Seats available","3.6","https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha","Barasat (West Bengal) to Digha"
856,"City Express","AC Seater (2+3)","05:35","10:20","04h 45m","315","24 Seats available","3.2","https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha","Barasat (West Bengal) to Digha"
857,"Satya Paribahan","A/C Seater (2+3)","05:40","11:35","05h 55m","350","8 Seats available","3.4","https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha","Barasat (West Bengal) to Digha"
858,"SANTOSH BUS SERVICE","AC Seater (2+3)","05:50","10:20","04h 30m","306","24 Seats available","0","https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha","Barasat (West Bengal) to Digha"
859,"Aradhana Bus Service","Non AC Seater (2+3)","00:40","05:55","05h 15m","350","33 Seats available","1","https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha","Barasat (West Bengal) to Digha"
860,"Express Line","Volvo 9600 A/C Seater (2+2)","10:25","15:20","04h 55m","299","36 Seats available","4.3","https://www.redbus.in/bus-tickets/digha-to-kolkata","Digha to Kolkata"
861,"SANTOSH BUS SERVICE","AC Seater (2+3)","13:30","18:05","04h 35m","227","31 Seats available","0","https://www.redbus.in/bus-tickets/digha-to-kolkata","Digha to Kolkata"
862,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","13:45","18:55","05h 10m","300","33 Seats available","4.3","https://www.redbus.in/bus-tickets/digha-to-kolkata","Digha to Kolkata"
863,"Express Line","Scania Multi-Axle AC Semi Sleeper (2+2)","13:45","18:15","04h 30m","299","49 Seats available","4.5","https://www.redbus.in/bus-tickets/digha-to-kolkata","Digha to Kolkata"
864,"Greenline","Volvo A/C Seater (2+2)","13:40","18:25","04h 45m","300","42 Seats available","4.2","https://www.redbus.in/bus-tickets/digha-to-kolkata","Digha to Kolkata"
865,"Greenline","Volvo A/C Seater (2+2)","06:45","11:45","05h 00m","450","12 Seats available","4.4","https://www.redbus.in/bus-tickets/kolkata-to-digha","Kolkata to Digha"
866,"Express Line","Scania Multi-Axle AC Semi Sleeper (2+2)","07:30","11:55","04h 25m","549","21 Seats available","4.6","https://www.redbus.in/bus-tickets/kolkata-to-digha","Kolkata to Digha"
867,"Express Line","Volvo 9600 A/C Seater (2+2)","23:45","04:45","05h 00m","349","37 Seats available","4.3","https://www.redbus.in/bus-tickets/kolkata-to-digha","Kolkata to Digha"
868,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","23:30","04:30","05h 00m","400","23 Seats available","4.4","https://www.redbus.in/bus-tickets/kolkata-to-digha","Kolkata to Digha"
869,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","07:15","12:00","04h 45m","400","11 Seats available","4.4","https://www.redbus.in/bus-tickets/kolkata-to-digha","Kolkata to Digha"
870,"Greenline","Volvo A/C Seater (2+2)","06:45","10:55","04h 10m","400","11 Seats available","4.4","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Kolkata to Mandarmani"
871,"Express Line","Scania Multi-Axle AC Semi Sleeper (2+2)","07:30","11:10","03h 40m","549","21 Seats available","4.5","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Kolkata to Mandarmani"
872,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","07:15","11:15","04h 00m","400","11 Seats available","4.3","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Kolkata to Mandarmani"
873,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","23:30","03:45","04h 15m","400","23 Seats available","4.7","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Kolkata to Mandarmani"
874,"Express Line","Volvo 9600 A/C Seater (2+2)","23:45","04:05","04h 20m","349","37 Seats available","4.6","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Kolkata to Mandarmani"
875,"Express Line","Scania Multi-Axle AC Semi Sleeper (2+2)","14:30","18:15","03h 45m","299","49 Seats available","4.6","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Mandarmani to Kolkata"
876,"Shyamoli Paribahan Pvt Ltd","Volvo A/C Seater (2+2)","10:35","15:20","04h 45m","300","21 Seats available","4.1","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Mandarmani to Kolkata"
877,"Express Line","Volvo 9600 A/C Seater (2+2)","11:10","15:20","04h 10m","299","36 Seats available","4.1","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Mandarmani to Kolkata"
878,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","14:30","18:55","04h 25m","300","33 Seats available","4.1","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Mandarmani to Kolkata"
879,"Greenline","Volvo A/C Seater (2+2)","14:10","18:25","04h 15m","300","42 Seats available","3.8","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Mandarmani to Kolkata"
880,"Travel Point World LLP","A/C Seater / Sleeper (2+2)","20:20","10:50","14h 30m","1749","38 Seats available","1.9","https://www.redbus.in/bus-tickets/gopalganj-to-delhi","Gopalganj (Bihar) to Delhi"
881,"Baba Khatushyam Travels Pvt Ltd","A/C Seater / Sleeper (3+1)","19:00","11:49","16h 49m","1050","42 Seats available","1.3","https://www.redbus.in/bus-tickets/gopalganj-to-delhi","Gopalganj (Bihar) to Delhi"
882,"Rajdhani Express","A/C Seater / Sleeper (2+2)","15:00","07:00","16h 00m","1757","30 Seats available","1","https://www.redbus.in/bus-tickets/gopalganj-to-delhi","Gopalganj (Bihar) to Delhi"
883,"Singh Express Bus Service","A/C Seater / Sleeper (2+2)","15:00","10:00","19h 00m","999","20 Seats available","1","https://www.redbus.in/bus-tickets/gopalganj-to-delhi","Gopalganj (Bihar) to Delhi"
884,"Rajdhani Express","A/C Seater / Sleeper (2+2)","16:00","09:00","17h 00m","1017","21 Seats available","1","https://www.redbus.in/bus-tickets/gopalganj-to-delhi","Gopalganj (Bihar) to Delhi"
885,"Jai Hanuman Travels","A/C Seater / Sleeper (2+2)","09:30","16:00","06h 30m","500","60 Seats available","3.5","https://www.redbus.in/bus-tickets/patna-to-bettiah","Patna (Bihar) to Bettiah"
886,"Jai Hanuman Travels","A/C Seater / Sleeper (2+2)","22:20","05:00","06h 40m","550","54 Seats available","3.9","https://www.redbus.in/bus-tickets/patna-to-bettiah","Patna (Bihar) to Bettiah"
887,"Jai Mata Di","AC Seater (2+2)","05:40","12:05","06h 25m","383","41 Seats available","0","https://www.redbus.in/bus-tickets/patna-to-bettiah","Patna (Bihar) to Bettiah"
888,"Jai Mata Di","AC Seater (2+2)","05:43","12:00","06h 17m","383","41 Seats available","0","https://www.redbus.in/bus-tickets/patna-to-bettiah","Patna (Bihar) to Bettiah"
889,"Jai Mata Di","AC Seater (2+2)","05:45","11:50","06h 05m","383","41 Seats available","0","https://www.redbus.in/bus-tickets/patna-to-bettiah","Patna (Bihar) to Bettiah"
890,"Siddhi Vinayak (BSRTC U/T)","Non AC Seater (2+2)","12:15","16:15","04h 00m","220","35 Seats available","4","https://www.redbus.in/bus-tickets/patna-to-motihari","Patna (Bihar) to Motihari"
891,"Saurabh Travels","A/C Seater Push Back (2+2)","10:30","14:00","03h 30m","324","42 Seats available","1.3","https://www.redbus.in/bus-tickets/patna-to-motihari","Patna (Bihar) to Motihari"
892,"Ramna Travels","NON A/C Seater (2+2)","12:45","16:00","03h 15m","240","8 Seats available","1.6","https://www.redbus.in/bus-tickets/patna-to-motihari","Patna (Bihar) to Motihari"
893,"Siddhi Vinayak (BSRTC U/T)","Non AC Seater (2+2)","15:30","19:30","04h 00m","220","35 Seats available","2.8","https://www.redbus.in/bus-tickets/patna-to-motihari","Patna (Bihar) to Motihari"
894,"Jai Mata Di","AC Seater (2+2)","17:00","21:10","04h 10m","298","41 Seats available","0","https://www.redbus.in/bus-tickets/patna-to-motihari","Patna (Bihar) to Motihari"
895,"Travel Point World LLP","A/C Seater / Sleeper (2+2)","18:20","10:50","16h 30m","1749","38 Seats available","1.7","https://www.redbus.in/bus-tickets/motihari-to-delhi","Motihari to Delhi"
896,"Rajdhani Express","A/C Seater / Sleeper (2+2)","15:00","09:00","18h 00m","1017","21 Seats available","1.4","https://www.redbus.in/bus-tickets/motihari-to-delhi","Motihari to Delhi"
897,"Baba Khatushyam Travels Pvt Ltd","A/C Seater / Sleeper (3+1)","17:35","11:49","18h 14m","1050","58 Seats available","1","https://www.redbus.in/bus-tickets/motihari-to-delhi","Motihari to Delhi"
898,"Saurabh Travels","A/C Seater Push Back (2+2)","15:00","21:00","06h 00m","416","42 Seats available","4","https://www.redbus.in/bus-tickets/bettiah-to-patna","Bettiah to Patna (Bihar)"
899,"Vivek Travels","A/C Seater (2+2)","06:30","13:00","06h 30m","400","45 Seats available","1","https://www.redbus.in/bus-tickets/bettiah-to-patna","Bettiah to Patna (Bihar)"
900,"Vivek Travels","A/C Seater / Sleeper (2+2)","06:45","13:46","07h 01m","400","72 Seats available","1","https://www.redbus.in/bus-tickets/bettiah-to-patna","Bettiah to Patna (Bihar)"
901,"Saurabh Travels","A/C Seater Push Back (2+2)","09:13","16:00","06h 47m","405","42 Seats available","1.9","https://www.redbus.in/bus-tickets/bettiah-to-patna","Bettiah to Patna (Bihar)"
902,"Jai Hanuman Travels","A/C Seater / Sleeper (2+2)","09:55","16:50","06h 55m","500","54 Seats available","1","https://www.redbus.in/bus-tickets/bettiah-to-patna","Bettiah to Patna (Bihar)"
903,"Bihar state road transport corporation (BSRTC) - 152185","Volvo AC Seater 2+2","14:00","08:30","18h 30m","1350","36 Seats available","3.7","https://www.redbus.in/bus-tickets/delhi-to-motihari","Delhi to Motihari"
904,"Rajdhani Express","A/C Seater / Sleeper (2+2)","15:50","10:00","18h 10m","1849","28 Seats available","1.1","https://www.redbus.in/bus-tickets/delhi-to-motihari","Delhi to Motihari"
905,"Travel Point World LLP","A/C Seater / Sleeper (2+2)","14:30","07:00","16h 30m","1487","46 Seats available","1.6","https://www.redbus.in/bus-tickets/delhi-to-motihari","Delhi to Motihari"
906,"Travel Point World LLP","A/C Seater / Sleeper (2+2)","16:00","08:01","16h 01m","1487","46 Seats available","1.3","https://www.redbus.in/bus-tickets/delhi-to-motihari","Delhi to Motihari"
907,"Bihar state road transport corporation (BSRTC) - 146214","AC Seater (2+2)","06:00","16:00","10h 00m","428","22 Seats available","4","https://www.redbus.in/bus-tickets/balmiki-nagar-bihar-to-patna","Balmiki Nagar (bihar) to Patna (Bihar)"
908,"Jai Mata Di Tour and Travels","A/C Seater / Sleeper (2+2)","18:30","05:00","10h 30m","500","10 Seats available","2.1","https://www.redbus.in/bus-tickets/balmiki-nagar-bihar-to-patna","Balmiki Nagar (bihar) to Patna (Bihar)"
909,"Bihar state road transport corporation (BSRTC) - 147264","AC Seater (2+2)","06:30","15:30","09h 00m","428","26 Seats available","4.1","https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar","Patna (Bihar) to Balmiki Nagar (bihar)"
910,"Jai Mata Di Tour and Travels","A/C Seater / Sleeper (2+2)","20:28","06:00","09h 32m","500","5 Seats available","3.4","https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar","Patna (Bihar) to Balmiki Nagar (bihar)"
911,"Jai Mata Di Tour and Travels","A/C Seater / Sleeper (2+2)","22:40","07:00","08h 20m","450","28 Seats available","2.2","https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar","Patna (Bihar) to Balmiki Nagar (bihar)"
912,"Bihar state road transport corporation (BSRTC) - 142847","AC Seater (2+2)","21:25","05:40","08h 15m","468","31 Seats available","3.7","https://www.redbus.in/bus-tickets/patna-to-purnea","Patna (Bihar) to Purnea"
913,"Divya Rath","A/C Sleeper (2+1)","20:45","05:45","09h 00m","630","15 Seats available","4.3","https://www.redbus.in/bus-tickets/patna-to-purnea","Patna (Bihar) to Purnea"
914,"Aitiana Airwings","Benz A/C Sleeper (2+1)","21:00","06:00","09h 00m","650","18 Seats available","4.1","https://www.redbus.in/bus-tickets/patna-to-purnea","Patna (Bihar) to Purnea"
915,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)","21:25","06:20","08h 55m","600","31 Seats available","4.4","https://www.redbus.in/bus-tickets/patna-to-purnea","Patna (Bihar) to Purnea"
916,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)","22:10","06:35","08h 25m","600","11 Seats available","4.1","https://www.redbus.in/bus-tickets/patna-to-purnea","Patna (Bihar) to Purnea"
917,"Bihar state road transport corporation (BSRTC) - 142847","AC Seater (2+2)","21:25","06:30","09h 05m","468","31 Seats available","3.2","https://www.redbus.in/bus-tickets/patna-to-katihar","Patna (Bihar) to Katihar"
918,"SOBHA TRAVELS (A.T)","A/C Seater / Sleeper (2+1)","20:40","05:00","08h 20m","540","27 Seats available","3.3","https://www.redbus.in/bus-tickets/patna-to-katihar","Patna (Bihar) to Katihar"
919,"Sri Krishna Rath","A/C Seater / Sleeper (2+2)","21:00","06:05","09h 05m","720","21 Seats available","1.4","https://www.redbus.in/bus-tickets/patna-to-katihar","Patna (Bihar) to Katihar"
920,"Bihar state road transport corporation (BSRTC) - 153594","AC Seater (2+2)","20:41","06:00","09h 19m","525","34 Seats available","2.7","https://www.redbus.in/bus-tickets/patna-to-ranchi","Patna (Bihar) to Ranchi"
921,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)","20:27","04:15","07h 48m","700","33 Seats available","4.3","https://www.redbus.in/bus-tickets/patna-to-ranchi","Patna (Bihar) to Ranchi"
922,"MAA SHANTI TRAVELS","A/C Seater/Sleeper (2+1)","21:25","06:45","09h 20m","550","44 Seats available","4","https://www.redbus.in/bus-tickets/patna-to-ranchi","Patna (Bihar) to Ranchi"
923,"Divya Rath","A/C Sleeper (2+1)","20:15","04:30","08h 15m","900","24 Seats available","4.5","https://www.redbus.in/bus-tickets/patna-to-ranchi","Patna (Bihar) to Ranchi"
924,"Rekha Luxury","A/C Seater / Sleeper (2+1)","20:00","06:00","10h 00m","537","23 Seats available","4","https://www.redbus.in/bus-tickets/patna-to-ranchi","Patna (Bihar) to Ranchi"
925,"Bihar state road transport corporation (BSRTC) - 153614","AC Seater (2+2)","23:15","05:30","06h 15m","377","32 Seats available","3.3","https://www.redbus.in/bus-tickets/hazaribagh-to-patna","Hazaribagh to Patna (Bihar)"
926,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)","01:00","05:55","04h 55m","800","21 Seats available","3.7","https://www.redbus.in/bus-tickets/hazaribagh-to-patna","Hazaribagh to Patna (Bihar)"
927,"Rajshri Travels","Non A/C Seater / Sleeper (2+1)","21:50","04:50","07h 00m","549","12 Seats available","4","https://www.redbus.in/bus-tickets/hazaribagh-to-patna","Hazaribagh to Patna (Bihar)"
928,"MAA SHANTI TRAVELS","A/C Seater/Sleeper (2+1)","23:30","06:35","07h 05m","550","29 Seats available","3.8","https://www.redbus.in/bus-tickets/hazaribagh-to-patna","Hazaribagh to Patna (Bihar)"
